id,date,store_nbr,family,onpromotion,sales
1518,2017-03-02,3,GROCERY I,0,507.901
1519,2017-03-03,3,GROCERY I,1,482.014
1520,2017-03-04,3,GROCERY I,0,484.181
1521,2017-03-05,3,GROCERY I,0,486.182
1522,2017-03-06,3,GROCERY I,0,530.093
1523,2017-03-07,3,GROCERY I,0,458.437
1524,2017-03-08,3,GROCERY I,0,519.295
1525,2017-03-09,3,GROCERY I,0,594.295
1526,2017-03-10,3,GROCERY I,0,341.783
1527,2017-03-11,3,GROCERY I,0,329.917
1528,2017-03-12,3,GROCERY I,0,488.35
1529,2017-03-13,3,GROCERY I,0,389.13
1530,2017-03-14,3,GROCERY I,0,593.868
1531,2017-03-15,3,GROCERY I,0,744.119
1532,2017-03-16,3,GROCERY I,0,367.081
1533,2017-03-17,3,GROCERY I,0,388.198
1534,2017-03-18,3,GROCERY I,0,369.159
1535,2017-03-19,3,GROCERY I,0,555.345
1536,2017-03-20,3,GROCERY I,0,482.876
1537,2017-03-21,3,GROCERY I,8,697.693
1538,2017-03-22,3,GROCERY I,0,487.351
1539,2017-03-23,3,GROCERY I,0,349.653
1540,2017-03-24,3,GROCERY I,0,358.524
1541,2017-03-25,3,GROCERY I,0,497.47
1542,2017-03-26,3,GROCERY I,0,357.079
1543,2017-03-27,3,GROCERY I,3,673.72
1544,2017-03-28,3,GROCERY I,4,556.492
1545,2017-03-29,3,GROCERY I,0,581.673
1546,2017-03-30,3,GROCERY I,0,363.811
1547,2017-03-31,3,GROCERY I,0,473.892
1548,2017-04-01,3,GROCERY I,0,528.319
1549,2017-04-02,3,GROCERY I,0,403.559
1550,2017-04-03,3,GROCERY I,0,449.368
1551,2017-04-04,3,GROCERY I,0,708.956
1552,2017-04-05,3,GROCERY I,5,731.575
1553,2017-04-06,3,GROCERY I,0,345.296
1554,2017-04-07,3,GROCERY I,0,457.004
1555,2017-04-08,3,GROCERY I,0,447.339
1556,2017-04-09,3,GROCERY I,0,477.716
1557,2017-04-10,3,GROCERY I,8,861.486
1558,2017-04-11,3,GROCERY I,9,752.83
1559,2017-04-12,3,GROCERY I,10,849.646
1560,2017-04-13,3,GROCERY I,0,339.9
1561,2017-04-14,3,GROCERY I,0,572.43
1562,2017-04-15,3,GROCERY I,0,416.867
1563,2017-04-16,3,GROCERY I,0,429.18
1564,2017-04-17,3,GROCERY I,0,587.558
1565,2017-04-18,3,GROCERY I,0,648.757
1566,2017-04-19,3,GROCERY I,0,526.661
1567,2017-04-20,3,GROCERY I,0,318.449
1568,2017-04-21,3,GROCERY I,0,474.128
1569,2017-04-22,3,GROCERY I,2,511.641
1570,2017-04-23,3,GROCERY I,0,499.295
1571,2017-04-24,3,GROCERY I,0,594.743
1572,2017-04-25,3,GROCERY I,0,636.32
1573,2017-04-26,3,GROCERY I,0,549.587
1574,2017-04-27,3,GROCERY I,0,478.659
1575,2017-04-28,3,GROCERY I,0,421.104
1576,2017-04-29,3,GROCERY I,0,344.04
1577,2017-04-30,3,GROCERY I,0,552.108
1578,2017-05-01,3,GROCERY I,0,586.542
1579,2017-05-02,3,GROCERY I,0,693.54
1580,2017-05-03,3,GROCERY I,0,786.136
1581,2017-05-04,3,GROCERY I,0,354.809
1582,2017-05-05,3,GROCERY I,0,473.924
1583,2017-05-06,3,GROCERY I,0,453.017
1584,2017-05-07,3,GROCERY I,0,412.432
1585,2017-05-08,3,GROCERY I,0,370.546
1586,2017-05-09,3,GROCERY I,0,416.216
1587,2017-05-10,3,GROCERY I,0,387.457
1588,2017-05-11,3,GROCERY I,0,397.71
1589,2017-05-12,3,GROCERY I,0,534.996
1590,2017-05-13,3,GROCERY I,11,791.433
1591,2017-05-14,3,GROCERY I,0,402.377
1592,2017-05-15,3,GROCERY I,0,608.372
1593,2017-05-16,3,GROCERY I,0,434.056
1594,2017-05-17,3,GROCERY I,0,443.566
1595,2017-05-18,3,GROCERY I,0,426.482
1596,2017-05-19,3,GROCERY I,0,363.93
1597,2017-05-20,3,GROCERY I,0,315.416
1598,2017-05-21,3,GROCERY I,0,412.699
1599,2017-05-22,3,GROCERY I,0,596.564
1600,2017-05-23,3,GROCERY I,0,718.182
1601,2017-05-24,3,GROCERY I,0,394.228
1602,2017-05-25,3,GROCERY I,0,444.936
1603,2017-05-26,3,GROCERY I,0,516.207
1604,2017-05-27,3,GROCERY I,0,356.691
1605,2017-05-28,3,GROCERY I,0,625.341
1606,2017-05-29,3,GROCERY I,0,454.824
1607,2017-05-30,3,GROCERY I,5,634.011
1608,2017-05-31,3,GROCERY I,0,538.516
1609,2017-06-01,3,GROCERY I,0,528.449
1610,2017-06-02,3,GROCERY I,0,356.019
1611,2017-06-03,3,GROCERY I,0,450.776
1612,2017-06-04,3,GROCERY I,0,567.931
1613,2017-06-05,3,GROCERY I,0,586.677
1614,2017-06-06,3,GROCERY I,0,539.969
1615,2017-06-07,3,GROCERY I,0,533.287
1616,2017-06-08,3,GROCERY I,0,374.445
1617,2017-06-09,3,GROCERY I,0,439.442
1618,2017-06-10,3,GROCERY I,0,360.349
1619,2017-06-11,3,GROCERY I,0,627.858
1620,2017-06-12,3,GROCERY I,0,535.655
1621,2017-06-13,3,GROCERY I,10,564.976
1622,2017-06-14,3,GROCERY I,0,450.928
1623,2017-06-15,3,GROCERY I,0,615.469
1624,2017-06-16,3,GROCERY I,0,431.479
1625,2017-06-17,3,GROCERY I,0,410.715
1626,2017-06-18,3,GROCERY I,0,312.446
1627,2017-06-19,3,GROCERY I,0,508.314
1628,2017-06-20,3,GROCERY I,2,690.912
1629,2017-06-21,3,GROCERY I,0,457.958
1630,2017-06-22,3,GROCERY I,0,426.9
1631,2017-06-23,3,GROCERY I,0,425.892
1632,2017-06-24,3,GROCERY I,0,349.628
1633,2017-06-25,3,GROCERY I,0,546.595
1634,2017-06-26,3,GROCERY I,0,393.253
1635,2017-06-27,3,GROCERY I,0,461.099
1636,2017-06-28,3,GROCERY I,0,402.559
1637,2017-06-29,3,GROCERY I,0,447.157
1638,2017-06-30,3,GROCERY I,0,630.372
1639,2017-07-01,3,GROCERY I,0,451.345
1640,2017-07-02,3,GROCERY I,0,357.129
1641,2017-07-03,3,GROCERY I,0,527.297
1642,2017-07-04,3,GROCERY I,0,483.918
1643,2017-07-05,3,GROCERY I,0,460.74
1644,2017-07-06,3,GROCERY I,0,342.264
1645,2017-07-07,3,GROCERY I,0,409.291
1646,2017-07-08,3,GROCERY I,0,362.474
1647,2017-07-09,3,GROCERY I,0,473.424
1648,2017-07-10,3,GROCERY I,0,509.743
1649,2017-07-11,3,GROCERY I,0,571.049
1650,2017-07-12,3,GROCERY I,0,548.643
1651,2017-07-13,3,GROCERY I,0,531.703
1652,2017-07-14,3,GROCERY I,0,473.928
1653,2017-07-15,3,GROCERY I,0,453.826
1654,2017-07-16,3,GROCERY I,0,515.655
1655,2017-07-17,3,GROCERY I,0,606.122
1656,2017-07-18,3,GROCERY I,0,734.406
1657,2017-07-19,3,GROCERY I,0,434.058
1658,2017-07-20,3,GROCERY I,0,403.855
1659,2017-07-21,3,GROCERY I,0,404.07
1660,2017-07-22,3,GROCERY I,0,592.617
1661,2017-07-23,3,GROCERY I,0,519.19
1662,2017-07-24,3,GROCERY I,0,450.675
1663,2017-07-25,3,GROCERY I,0,463.015
1664,2017-07-26,3,GROCERY I,0,443.202
1665,2017-07-27,3,GROCERY I,0,545.526
1666,2017-07-28,3,GROCERY I,0,286.641
1667,2017-07-29,3,GROCERY I,0,365.002
1668,2017-07-30,3,GROCERY I,0,325.417
1669,2017-07-31,3,GROCERY I,0,732.35
1670,2017-08-01,3,GROCERY I,0,429.536
1671,2017-08-02,3,GROCERY I,0,391.682
1672,2017-08-03,3,GROCERY I,1,550.07
1673,2017-08-04,3,GROCERY I,5,498.925
1674,2017-08-05,3,GROCERY I,0,407.392
1675,2017-08-06,3,GROCERY I,0,340.562
1676,2017-08-07,3,GROCERY I,0,390.685
1677,2017-08-08,3,GROCERY I,0,467.771
1678,2017-08-09,3,GROCERY I,0,535.205
1679,2017-08-10,3,GROCERY I,0,616.791
1680,2017-08-11,3,GROCERY I,0,346.141
1681,2017-08-12,3,GROCERY I,0,622.42
1682,2017-08-13,3,GROCERY I,4,637.688
1683,2017-08-14,3,GROCERY I,0,409.911
1684,2017-08-15,3,GROCERY I,0,918.411
1701,2017-01-01,3,BEVERAGES,0,466.288
1702,2017-01-02,3,BEVERAGES,0,396.506
1703,2017-01-03,3,BEVERAGES,0,250.127
1704,2017-01-04,3,BEVERAGES,0,354.111
1705,2017-01-05,3,BEVERAGES,0,354.788
1706,2017-01-06,3,BEVERAGES,0,241.368
1707,2017-01-07,3,BEVERAGES,0,347.494
1708,2017-01-08,3,BEVERAGES,0,357.11
1709,2017-01-09,3,BEVERAGES,0,387.457
1710,2017-01-10,3,BEVERAGES,0,288.526
1711,2017-01-11,3,BEVERAGES,0,249.159
1712,2017-01-12,3,BEVERAGES,0,347.792
1713,2017-01-13,3,BEVERAGES,0,283.102
1714,2017-01-14,3,BEVERAGES,0,271.74
1715,2017-01-15,3,BEVERAGES,0,284.943
1716,2017-01-16,3,BEVERAGES,0,346.568
1717,2017-01-17,3,BEVERAGES,0,353.639
1718,2017-01-18,3,BEVERAGES,0,319.615
1719,2017-01-19,3,BEVERAGES,7,387.269
1720,2017-01-20,3,BEVERAGES,0,264.187
1721,2017-01-21,3,BEVERAGES,0,297.184
1722,2017-01-22,3,BEVERAGES,0,264.381
1723,2017-01-23,3,BEVERAGES,0,208.654
1724,2017-01-24,3,BEVERAGES,0,325.496
1725,2017-01-25,3,BEVERAGES,0,349.727
1726,2017-01-26,3,BEVERAGES,0,280.771
1727,2017-01-27,3,BEVERAGES,0,400.398
1728,2017-01-28,3,BEVERAGES,0,338.46
1729,2017-01-29,3,BEVERAGES,0,311.936
1730,2017-01-30,3,BEVERAGES,0,337.584
1731,2017-01-31,3,BEVERAGES,0,325.442
1732,2017-02-01,3,BEVERAGES,0,268.419
1733,2017-02-02,3,BEVERAGES,7,426.636
1734,2017-02-03,3,BEVERAGES,0,269.469
1735,2017-02-04,3,BEVERAGES,0,340.815
1736,2017-02-05,3,BEVERAGES,8,415.4
1737,2017-02-06,3,BEVERAGES,0,294.981
1738,2017-02-07,3,BEVERAGES,0,252.12
1739,2017-02-08,3,BEVERAGES,0,385.959
1740,2017-02-09,3,BEVERAGES,3,284.091
1741,2017-02-10,3,BEVERAGES,0,229.536
1742,2017-02-11,3,BEVERAGES,0,384.156
1743,2017-02-12,3,BEVERAGES,0,282.596
1744,2017-02-13,3,BEVERAGES,0,334.262
1745,2017-02-14,3,BEVERAGES,0,367.65
1746,2017-02-15,3,BEVERAGES,11,721.79
1747,2017-02-16,3,BEVERAGES,6,397.361
1748,2017-02-17,3,BEVERAGES,0,323.342
1749,2017-02-18,3,BEVERAGES,0,234.384
1750,2017-02-19,3,BEVERAGES,0,293.961
1751,2017-02-20,3,BEVERAGES,0,246.702
1752,2017-02-21,3,BEVERAGES,0,372.919
1753,2017-02-22,3,BEVERAGES,0,285.372
1754,2017-02-23,3,BEVERAGES,0,278.376
1755,2017-02-24,3,BEVERAGES,1,269.291
1756,2017-02-25,3,BEVERAGES,1,324.432
1757,2017-02-26,3,BEVERAGES,0,345.481
1758,2017-02-27,3,BEVERAGES,3,636.167
1759,2017-02-28,3,BEVERAGES,0,353.476
1760,2017-03-01,3,BEVERAGES,0,194.98
1761,2017-03-02,3,BEVERAGES,0,239.951
1762,2017-03-03,3,BEVERAGES,0,281.905
1763,2017-03-04,3,BEVERAGES,0,300.153
1764,2017-03-05,3,BEVERAGES,0,367.454
1765,2017-03-06,3,BEVERAGES,0,397.93
1766,2017-03-07,3,BEVERAGES,0,282.516
1767,2017-03-08,3,BEVERAGES,6,406.112
1768,2017-03-09,3,BEVERAGES,0,227.384
1769,2017-03-10,3,BEVERAGES,0,219.607
1770,2017-03-11,3,BEVERAGES,0,343.977
1771,2017-03-12,3,BEVERAGES,0,340.907
1772,2017-03-13,3,BEVERAGES,4,547.259
1773,2017-03-14,3,BEVERAGES,4,352.778
1774,2017-03-15,3,BEVERAGES,5,619.147
1775,2017-03-16,3,BEVERAGES,0,264.515
1776,2017-03-17,3,BEVERAGES,4,440.626
1777,2017-03-18,3,BEVERAGES,0,301.087
1778,2017-03-19,3,BEVERAGES,0,326.859
1779,2017-03-20,3,BEVERAGES,0,394.188
1780,2017-03-21,3,BEVERAGES,8,600.625
1781,2017-03-22,3,BEVERAGES,0,251.371
1782,2017-03-23,3,BEVERAGES,0,209.814
1783,2017-03-24,3,BEVERAGES,0,280.182
1784,2017-03-25,3,BEVERAGES,0,343.98
1785,2017-03-26,3,BEVERAGES,0,357.537
1786,2017-03-27,3,BEVERAGES,0,342.342
1787,2017-03-28,3,BEVERAGES,0,247.794
1788,2017-03-29,3,BEVERAGES,0,307.588
1789,2017-03-30,3,BEVERAGES,0,244.119
1790,2017-03-31,3,BEVERAGES,0,196.812
1791,2017-04-01,3,BEVERAGES,10,689.672
1792,2017-04-02,3,BEVERAGES,0,453.579
1793,2017-04-03,3,BEVERAGES,0,341.74
1794,2017-04-04,3,BEVERAGES,0,312.21
1795,2017-04-05,3,BEVERAGES,0,364.348
1796,2017-04-06,3,BEVERAGES,0,241.238
1797,2017-04-07,3,BEVERAGES,0,254.174
1798,2017-04-08,3,BEVERAGES,0,241.718
1799,2017-04-09,3,BEVERAGES,5,492.806
1800,2017-04-10,3,BEVERAGES,0,243.124
1801,2017-04-11,3,BEVERAGES,0,380.549
1802,2017-04-12,3,BEVERAGES,0,280.835
1803,2017-04-13,3,BEVERAGES,0,228.177
1804,2017-04-14,3,BEVERAGES,0,541.064
1805,2017-04-15,3,BEVERAGES,0,267.545
1806,2017-04-16,3,BEVERAGES,0,336.114
1807,2017-04-17,3,BEVERAGES,0,585.804
1808,2017-04-18,3,BEVERAGES,0,354.125
1809,2017-04-19,3,BEVERAGES,0,326.958
1810,2017-04-20,3,BEVERAGES,0,276.293
1811,2017-04-21,3,BEVERAGES,4,398.202
1812,2017-04-22,3,BEVERAGES,0,373.48
1813,2017-04-23,3,BEVERAGES,0,276.139
1814,2017-04-24,3,BEVERAGES,4,471.876
1815,2017-04-25,3,BEVERAGES,0,267.801
1816,2017-04-26,3,BEVERAGES,0,273.703
1817,2017-04-27,3,BEVERAGES,0,226.376
1818,2017-04-28,3,BEVERAGES,0,304.514
1819,2017-04-29,3,BEVERAGES,0,285.806
1820,2017-04-30,3,BEVERAGES,0,347.833
1821,2017-05-01,3,BEVERAGES,4,727.074
1822,2017-05-02,3,BEVERAGES,0,374.388
1823,2017-05-03,3,BEVERAGES,0,364.317
1824,2017-05-04,3,BEVERAGES,0,290.61
1825,2017-05-05,3,BEVERAGES,0,270.644
1826,2017-05-06,3,BEVERAGES,0,368.865
1827,2017-05-07,3,BEVERAGES,0,309.308
1828,2017-05-08,3,BEVERAGES,0,327.242
1829,2017-05-09,3,BEVERAGES,10,606.022
1830,2017-05-10,3,BEVERAGES,0,332.663
1831,2017-05-11,3,BEVERAGES,0,312.387
1832,2017-05-12,3,BEVERAGES,0,291.68
1833,2017-05-13,3,BEVERAGES,0,302.692
1834,2017-05-14,3,BEVERAGES,0,291.242
1835,2017-05-15,3,BEVERAGES,0,512.255
1836,2017-05-16,3,BEVERAGES,0,365.042
1837,2017-05-17,3,BEVERAGES,0,311.695
1838,2017-05-18,3,BEVERAGES,0,282.97
1839,2017-05-19,3,BEVERAGES,3,414.918
1840,2017-05-20,3,BEVERAGES,0,264.271
1841,2017-05-21,3,BEVERAGES,0,259.963
1842,2017-05-22,3,BEVERAGES,0,298.3
1843,2017-05-23,3,BEVERAGES,0,386.905
1844,2017-05-24,3,BEVERAGES,0,329.538
1845,2017-05-25,3,BEVERAGES,0,277.13
1846,2017-05-26,3,BEVERAGES,0,405.825
1847,2017-05-27,3,BEVERAGES,0,338.028
1848,2017-05-28,3,BEVERAGES,0,359.797
1849,2017-05-29,3,BEVERAGES,0,288.179
1850,2017-05-30,3,BEVERAGES,0,435.903
1851,2017-05-31,3,BEVERAGES,9,484.706
1852,2017-06-01,3,BEVERAGES,0,276.09
1853,2017-06-02,3,BEVERAGES,0,248.913
1854,2017-06-03,3,BEVERAGES,11,637.148
1855,2017-06-04,3,BEVERAGES,0,294.744
1856,2017-06-05,3,BEVERAGES,0,448.473
1857,2017-06-06,3,BEVERAGES,0,324.702
1858,2017-06-07,3,BEVERAGES,0,324.63
1859,2017-06-08,3,BEVERAGES,0,225.031
1860,2017-06-09,3,BEVERAGES,0,283.044
1861,2017-06-10,3,BEVERAGES,0,361.708
1862,2017-06-11,3,BEVERAGES,0,356.892
1863,2017-06-12,3,BEVERAGES,0,259.531
1864,2017-06-13,3,BEVERAGES,0,318.169
1865,2017-06-14,3,BEVERAGES,0,410.921
1866,2017-06-15,3,BEVERAGES,0,347.685
1867,2017-06-16,3,BEVERAGES,0,305.569
1868,2017-06-17,3,BEVERAGES,0,384.774
1869,2017-06-18,3,BEVERAGES,1,424.967
1870,2017-06-19,3,BEVERAGES,0,418.769
1871,2017-06-20,3,BEVERAGES,0,328.574
1872,2017-06-21,3,BEVERAGES,0,281.424
1873,2017-06-22,3,BEVERAGES,2,253.954
1874,2017-06-23,3,BEVERAGES,0,282.871
1875,2017-06-24,3,BEVERAGES,0,332.794
1876,2017-06-25,3,BEVERAGES,0,328.949
1877,2017-06-26,3,BEVERAGES,11,750.835
1878,2017-06-27,3,BEVERAGES,0,293.361
1879,2017-06-28,3,BEVERAGES,0,260.875
1880,2017-06-29,3,BEVERAGES,0,255.695
1881,2017-06-30,3,BEVERAGES,0,472.404
1882,2017-07-01,3,BEVERAGES,0,315.819
1883,2017-07-02,3,BEVERAGES,0,390.277
1884,2017-07-03,3,BEVERAGES,7,476.287
1885,2017-07-04,3,BEVERAGES,0,372.487
1886,2017-07-05,3,BEVERAGES,0,366.574
1887,2017-07-06,3,BEVERAGES,0,259.084
1888,2017-07-07,3,BEVERAGES,0,252.213
1889,2017-07-08,3,BEVERAGES,0,337.814
1890,2017-07-09,3,BEVERAGES,0,272.187
1891,2017-07-10,3,BEVERAGES,0,288.921
1892,2017-07-11,3,BEVERAGES,0,245.331
1893,2017-07-12,3,BEVERAGES,0,254.497
1894,2017-07-13,3,BEVERAGES,0,303.09
1895,2017-07-14,3,BEVERAGES,0,351.421
1896,2017-07-15,3,BEVERAGES,0,346.005
1897,2017-07-16,3,BEVERAGES,0,268.703
1898,2017-07-17,3,BEVERAGES,0,420.607
1899,2017-07-18,3,BEVERAGES,0,318.688
1900,2017-07-19,3,BEVERAGES,0,328.4
1901,2017-07-20,3,BEVERAGES,0,246.161
1902,2017-07-21,3,BEVERAGES,0,211.574
1903,2017-07-22,3,BEVERAGES,0,374.932
1904,2017-07-23,3,BEVERAGES,0,404.056
1905,2017-07-24,3,BEVERAGES,0,330.815
1906,2017-07-25,3,BEVERAGES,0,283.124
1907,2017-07-26,3,BEVERAGES,0,290.656
1908,2017-07-27,3,BEVERAGES,0,206.633
1909,2017-07-28,3,BEVERAGES,0,233.874
1910,2017-07-29,3,BEVERAGES,0,279.437
1911,2017-07-30,3,BEVERAGES,0,336.334
1912,2017-07-31,3,BEVERAGES,0,395.854
1913,2017-08-01,3,BEVERAGES,0,361.289
1914,2017-08-02,3,BEVERAGES,0,251.374
1915,2017-08-03,3,BEVERAGES,0,269.392
1916,2017-08-04,3,BEVERAGES,0,274.354
1917,2017-08-05,3,BEVERAGES,0,432.945
1918,2017-08-06,3,BEVERAGES,0,377.824
1919,2017-08-07,3,BEVERAGES,0,429.701
1920,2017-08-08,3,BEVERAGES,0,350.422
1921,2017-08-09,3,BEVERAGES,9,405.569
1922,2017-08-10,3,BEVERAGES,0,384.585
1923,2017-08-11,3,BEVERAGES,0,370.994
1924,2017-08-12,3,BEVERAGES,0,299.084
1925,2017-08-13,3,BEVERAGES,0,371.327
1926,2017-08-14,3,BEVERAGES,0,282.209
1927,2017-08-15,3,BEVERAGES,0,535.84
1944,2017-01-01,3,PRODUCE,0,259.732
1945,2017-01-02,3,PRODUCE,0,138.405
1946,2017-01-03,3,PRODUCE,0,120.444
1947,2017-01-04,3,PRODUCE,0,172.713
1948,2017-01-05,3,PRODUCE,0,162.022
1949,2017-01-06,3,PRODUCE,0,194.861
1950,2017-01-07,3,PRODUCE,0,156.796
1951,2017-01-08,3,PRODUCE,0,118.793
1952,2017-01-09,3,PRODUCE,0,163.881
1953,2017-01-10,3,PRODUCE,0,173.019
1954,2017-01-11,3,PRODUCE,0,224.355
1955,2017-01-12,3,PRODUCE,0,220.277
1956,2017-01-13,3,PRODUCE,0,223.51
1957,2017-01-14,3,PRODUCE,7,333.07
1958,2017-01-15,3,PRODUCE,0,211.271
1959,2017-01-16,3,PRODUCE,0,174.888
1960,2017-01-17,3,PRODUCE,0,207.98
1961,2017-01-18,3,PRODUCE,0,180.028
1962,2017-01-19,3,PRODUCE,0,202.109
1963,2017-01-20,3,PRODUCE,1,170.502
1964,2017-01-21,3,PRODUCE,0,225.517
1965,2017-01-22,3,PRODUCE,0,133.445
1966,2017-01-23,3,PRODUCE,7,245.942
1967,2017-01-24,3,PRODUCE,0,142.533
1968,2017-01-25,3,PRODUCE,0,178.097
1969,2017-01-26,3,PRODUCE,0,241.664
1970,2017-01-27,3,PRODUCE,11,379.861
1971,2017-01-28,3,PRODUCE,2,257.793
1972,2017-01-29,3,PRODUCE,0,178.933
1973,2017-01-30,3,PRODUCE,0,189.335
1974,2017-01-31,3,PRODUCE,0,190.767
1975,2017-02-01,3,PRODUCE,0,146.007
1976,2017-02-02,3,PRODUCE,0,249.969
1977,2017-02-03,3,PRODUCE,0,220.086
1978,2017-02-04,3,PRODUCE,0,153.818
1979,2017-02-05,3,PRODUCE,0,180.085
1980,2017-02-06,3,PRODUCE,0,188.881
1981,2017-02-07,3,PRODUCE,0,137.281
1982,2017-02-08,3,PRODUCE,0,154.816
1983,2017-02-09,3,PRODUCE,0,181.033
1984,2017-02-10,3,PRODUCE,0,309.948
1985,2017-02-11,3,PRODUCE,0,217.465
1986,2017-02-12,3,PRODUCE,0,220.602
1987,2017-02-13,3,PRODUCE,0,72.62
1988,2017-02-14,3,PRODUCE,0,108.388
1989,2017-02-15,3,PRODUCE,0,116.985
1990,2017-02-16,3,PRODUCE,0,120.804
1991,2017-02-17,3,PRODUCE,0,241.593
1992,2017-02-18,3,PRODUCE,8,293.937
1993,2017-02-19,3,PRODUCE,0,200.279
1994,2017-02-20,3,PRODUCE,0,111.884
1995,2017-02-21,3,PRODUCE,0,133.314
1996,2017-02-22,3,PRODUCE,0,178.287
1997,2017-02-23,3,PRODUCE,0,212.098
1998,2017-02-24,3,PRODUCE,0,190.386
1999,2017-02-25,3,PRODUCE,8,298.169
2000,2017-02-26,3,PRODUCE,0,189.307
2001,2017-02-27,3,PRODUCE,0,198.355
2002,2017-02-28,3,PRODUCE,0,177.011
2003,2017-03-01,3,PRODUCE,0,160.624
2004,2017-03-02,3,PRODUCE,0,166.872
2005,2017-03-03,3,PRODUCE,8,323.723
2006,2017-03-04,3,PRODUCE,0,176.145
2007,2017-03-05,3,PRODUCE,0,189.444
2008,2017-03-06,3,PRODUCE,0,145.418
2009,2017-03-07,3,PRODUCE,0,144.985
2010,2017-03-08,3,PRODUCE,0,121.568
2011,2017-03-09,3,PRODUCE,0,236.03
2012,2017-03-10,3,PRODUCE,0,272.09
2013,2017-03-11,3,PRODUCE,0,183.892
2014,2017-03-12,3,PRODUCE,0,262.795
2015,2017-03-13,3,PRODUCE,0,148.98
2016,2017-03-14,3,PRODUCE,10,265.767
2017,2017-03-15,3,PRODUCE,0,214.602
2018,2017-03-16,3,PRODUCE,0,192.098
2019,2017-03-17,3,PRODUCE,0,212.222
2020,2017-03-18,3,PRODUCE,0,225.623
2021,2017-03-19,3,PRODUCE,11,356.152
2022,2017-03-20,3,PRODUCE,0,153.213
2023,2017-03-21,3,PRODUCE,0,142.839
2024,2017-03-22,3,PRODUCE,0,170.714
2025,2017-03-23,3,PRODUCE,0,184.968
2026,2017-03-24,3,PRODUCE,0,203.417
2027,2017-03-25,3,PRODUCE,0,175.029
2028,2017-03-26,3,PRODUCE,0,119.919
2029,2017-03-27,3,PRODUCE,0,204.795
2030,2017-03-28,3,PRODUCE,0,111.102
2031,2017-03-29,3,PRODUCE,0,187.093
2032,2017-03-30,3,PRODUCE,0,211.662
2033,2017-03-31,3,PRODUCE,0,253.043
2034,2017-04-01,3,PRODUCE,0,225.675
2035,2017-04-02,3,PRODUCE,0,134.961
2036,2017-04-03,3,PRODUCE,5,240.234
2037,2017-04-04,3,PRODUCE,0,189.817
2038,2017-04-05,3,PRODUCE,0,173.386
2039,2017-04-06,3,PRODUCE,0,178.267
2040,2017-04-07,3,PRODUCE,0,303.12
2041,2017-04-08,3,PRODUCE,0,173.39
2042,2017-04-09,3,PRODUCE,0,181.096
2043,2017-04-10,3,PRODUCE,0,215.43
2044,2017-04-11,3,PRODUCE,0,192.801
2045,2017-04-12,3,PRODUCE,0,164.481
2046,2017-04-13,3,PRODUCE,0,195.254
2047,2017-04-14,3,PRODUCE,0,263.271
2048,2017-04-15,3,PRODUCE,0,212.958
2049,2017-04-16,3,PRODUCE,0,142.89
2050,2017-04-17,3,PRODUCE,0,220.018
2051,2017-04-18,3,PRODUCE,0,131.737
2052,2017-04-19,3,PRODUCE,0,203.439
2053,2017-04-20,3,PRODUCE,0,170.292
2054,2017-04-21,3,PRODUCE,0,210.75
2055,2017-04-22,3,PRODUCE,0,184.55
2056,2017-04-23,3,PRODUCE,0,190.384
2057,2017-04-24,3,PRODUCE,0,124.504
2058,2017-04-25,3,PRODUCE,0,146.792
2059,2017-04-26,3,PRODUCE,0,139.7
2060,2017-04-27,3,PRODUCE,0,153.727
2061,2017-04-28,3,PRODUCE,0,213.593
2062,2017-04-29,3,PRODUCE,0,221.751
2063,2017-04-30,3,PRODUCE,6,318.842
2064,2017-05-01,3,PRODUCE,0,221.217
2065,2017-05-02,3,PRODUCE,0,122.206
2066,2017-05-03,3,PRODUCE,1,127.647
2067,2017-05-04,3,PRODUCE,0,219.407
2068,2017-05-05,3,PRODUCE,0,178.241
2069,2017-05-06,3,PRODUCE,0,200.402
2070,2017-05-07,3,PRODUCE,0,171.346
2071,2017-05-08,3,PRODUCE,0,189.052
2072,2017-05-09,3,PRODUCE,0,120.082
2073,2017-05-10,3,PRODUCE,0,157.946
2074,2017-05-11,3,PRODUCE,0,238.937
2075,2017-05-12,3,PRODUCE,0,233.526
2076,2017-05-13,3,PRODUCE,0,191.744
2077,2017-05-14,3,PRODUCE,0,214.501
2078,2017-05-15,3,PRODUCE,6,236.105
2079,2017-05-16,3,PRODUCE,0,178.629
2080,2017-05-17,3,PRODUCE,0,210.465
2081,2017-05-18,3,PRODUCE,0,229.101
2082,2017-05-19,3,PRODUCE,0,180.547
2083,2017-05-20,3,PRODUCE,0,173.021
2084,2017-05-21,3,PRODUCE,0,224.444
2085,2017-05-22,3,PRODUCE,0,230.093
2086,2017-05-23,3,PRODUCE,0,160.282
2087,2017-05-24,3,PRODUCE,0,171.512
2088,2017-05-25,3,PRODUCE,11,308.577
2089,2017-05-26,3,PRODUCE,0,241.915
2090,2017-05-27,3,PRODUCE,0,191.253
2091,2017-05-28,3,PRODUCE,0,203.574
2092,2017-05-29,3,PRODUCE,0,228.322
2093,2017-05-30,3,PRODUCE,0,148.817
2094,2017-05-31,3,PRODUCE,0,276.08
2095,2017-06-01,3,PRODUCE,0,185.265
2096,2017-06-02,3,PRODUCE,0,265.448
2097,2017-06-03,3,PRODUCE,0,209.471
2098,2017-06-04,3,PRODUCE,9,295.395
2099,2017-06-05,3,PRODUCE,0,218.008
